j_offset	s_notes	s_isOnset	s_duration	s_measure	a_degree1	a_pcset	a_localKey
51.875	['B4, C#5, C#6, E5, F#1, F#4, F#5, F#6, A4, A5, G#4, G#5']	[False, True, True, False, True, True, True, True, True, True, False, False]	0.125	13			
52.0	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False]	0.25	14			
52.125	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False]	0.25	14			
52.25	['C5, C#5, C#6, F#1, F#5, F#6, A4, A5, G#4']	[True, False, True, False, False, True, False, True, True]	0.125	14			
52.375	['C5, C#5, C#6, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False]	0.25	14			
52.5	['C5, C#5, C#6, F#5, F#6, A4, A5, G#4']	[False, True, True, False, True, True, True, False]	0.25	14			
52.625	['C#5, C#6, F#5, F#6, A4, A5']	[False, False, False, False, False, False]	0.125	14			
52.75	['C#5, C#6, F#1, F#5, F#6, A4, A5']	[False, False, True, False, False, False, False]	0.125	14			
52.875	['C5, C#5, C#6, F#1, F#5, F#6, A4, A5, G#4']	[True, False, True, True, False, True, False, True, True]	0.25	14			
53.0	['C5, C#5, C#6, F#1, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False]	0.25	14			
53.125	['C5, C#5, C#6, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False]	0.125	14			
53.25	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[True, True, True, True, True, False, True, True]	0.25	14			
53.375	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	14			
53.5	['C5, C6, C#5, D#5, D#6, G#4, G#5, G#6']	[False, True, True, False, False, True, True, True]	0.375	14			
53.625	['C5, C6, C#5, D#5, D#6, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.375	14			
53.75	['C5, C6, C#5, D#5, D#6, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.375	14			
53.875	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[True, True, False, False, True, True, True, True]	0.25	14			
54.0	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	14			
54.125	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, True, True, False, False, False, True, True, True]	0.375	14			
54.25	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False]	0.375	14			
54.375	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False]	0.375	14			
54.5	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[True, True, True, True, True, True, True, True]	0.25	14			
54.625	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	14			
54.75	['C#2, C#3, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[False, True, True, False, False, True, False, False, False, False]	0.125	14			
54.875	['C#3, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[False, False, False, True, False, False, True, False, True]	0.125	14			
55.0	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	14			
55.125	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	14			
55.25	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	14			
55.375	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	14			
55.5	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	14			
55.625	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[True, False, False, False, False, False, False, False]	0.125	14			
55.75	['C#2, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, True, False, True, True, False, True, False, True]	0.125	14			
55.875	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	14			
56.0	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
56.125	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	15			
56.25	['C#5, E5, E6, G#4, G#5']	[False, False, False, False, False]	0.125	15			
56.375	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, False, False, True]	0.125	15			
56.5	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, True, False, False]	0.125	15			
56.625	['C#5, E5, E6, G#4, G#5']	[False, False, False, False, False]	0.125	15			
56.75	['C4, C#5, C#6, E5, E6, D#4, G#4, G#5']	[True, False, True, False, True, True, False, True]	0.125	15			
56.875	['C4, C#5, E5, E6, D#4, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	15			
57.0	['C4, C#5, E5, E6, D#4, G#4']	[False, False, False, False, False, False]	0.125	15			
57.125	['C2, C5, C6, C#4, E4, D#5, D#6, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True, True]	0.125	15			
57.25	['C2, C5, C6, C#4, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	15			
57.375	['C2, C5, C6, D#4, D#5, D#6, F#4, G#4, G#5, G#6']	[False, False, True, True, False, False, True, False, True, True]	0.125	15			
57.5	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
57.625	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
57.75	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5, G#6']	[False, True, False, False, False, False, False, True, True]	0.125	15			
57.875	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	15			
58.0	['C5, C6, D#5, D#6, F#4, G#4, G#5, G#6']	[False, True, False, False, False, False, True, True]	0.125	15			
58.125	['C5, C6, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False]	0.125	15			
58.25	['C2, C5, C6, D#5, D#6, G#4, G#5']	[True, False, False, False, False, False, False]	0.125	15			
58.375	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5, G#6']	[False, True, True, False, False, True, False, True, True]	0.125	15			
58.5	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
58.625	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
58.75	['C5, C6, D#4, D#5, D#6, F#4, G#1, G#4, G#5, G#6']	[False, True, True, False, False, True, False, False, True, True]	0.125	15			
58.875	['C5, C6, D#5, D#6, F#4, G#1, G#4, G#5']	[False, False, False, False, False, True, False, False]	0.125	15			
59.0	['B1, C5, C6, E4, D#5, D#6, F#4, G#4, G#5, G#6']	[True, False, True, True, False, False, False, True, True, True]	0.125	15			
59.125	['B1, C5, C6, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	15			
59.25	['B1, C5, C6, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	15			
59.375	['B1, C5, C6, E4, D#5, D#6, G#4, G#5, G#6']	[False, False, True, True, False, False, True, True, True]	0.125	15			
59.5	['C5, E4, D#5, G#4, G#5']	[False, False, False, False, False]	0.125	15			
59.625	['B1, B4, B5, C5, E2, E4, E5, E6, D#5, G#4, G#5']	[True, True, True, False, True, False, True, True, False, True, True]	0.125	15			
59.75	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
59.875	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	15			
60.0	['B4, B5, E3, E4, E5, E6, G#4, G#5']	[False, True, True, False, False, True, False, True]	0.125	16			
60.125	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	16			
60.25	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	16			
60.375	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	16			
60.5	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	16			
60.625	['B4, B5, E4, E5, E6, F#4, G#4, G#5']	[False, True, False, False, True, True, False, True]	0.25	16			
60.75	['B4, B5, E4, E5, E6, F#4, G#4, G#5']	[False, False, True, False, False, False, False, False]	0.25	16			
60.875	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, True, False, False, False, False, False]	0.125	16			
61.0	['B4, B5, E2, E5, E6, F#4, G#4, G#5']	[False, True, True, False, True, True, False, True]	0.125	16			
61.125	['B4, B5, E2, E4, E5, E6, F#4, G#4, G#5']	[False, False, False, True, False, False, False, False, False]	0.125	16			
61.25	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, True, False, False, False, True, False, True]	0.125	16			
61.375	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	16			
61.5	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	16			
61.625	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	16			
61.75	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	16			
61.875	['B4, B5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.375	16			
62.0	['B4, B5, E5, E6, G#4, G#5']	[False, True, False, True, False, True]	0.375	16			
62.125	['B4, B5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.375	16			
62.25	['B4, C#5, C#6, E5, F#1, F#4, F#5, F#6, A4, A5, G#4, G#5']	[False, True, True, False, True, True, True, True, True, True, False, False]	0.125	16			
62.375	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False]	0.125	16			
62.5	['C#5, C#6, F#1, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.125	16			
62.625	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, True, False, True, False, True, True, True]	0.125	16			
62.75	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.125	16			
62.875	['C#5, C#6, E4, F#4, F#5, F#6, A4, A5, G#4']	[False, True, True, True, False, True, False, True, True]	0.375	16			
63.0	['C#5, C#6, E4, F#4, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False]	0.375	16			
63.125	['C#5, C#6, E4, F#4, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False]	0.375	16			
63.25	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, True, True, True, False, True, True, True]	0.25	16			
63.375	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False]	0.25	16			
63.5	['C#5, C#6, F#1, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.125	16			
63.625	['C5, C6, E4, D#5, D#6, G#1, G#3, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True, True]	0.25	16			
63.75	['C5, C6, E4, D#5, D#6, G#1, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False]	0.25	16			
63.875	['B1, B2, B3, C5, C6, C#4, E3, E4, D#5, D#6, A4, G#5, G#6']	[True, True, True, False, True, True, True, True, False, True, True, True, False]	0.375	16			
64.0	['B1, B2, B3, C5, C6, C#4, E3, E4, D#5, D#6, A4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False, False, False]	0.375	17			
64.125	['B1, B2, B3, C5, C6, C#4, E3, E4, D#5, D#6, A4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False, False, False]	0.375	17			
64.25	['C5, C6, C#2, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, True, True, True, True, False, True, True, True, True, False]	0.625	17			
64.375	['C5, C6, C#2, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False]	0.625	17			
64.5	['C5, C6, C#2, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, True, True, True, True, False, True, False, False, True, False]	0.625	17			
64.625	['C5, C6, C#2, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False]	0.625	17			
64.75	['C5, C6, C#2, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False]	0.625	17			
64.875	['C#4, C#5, C#6']	[True, True, True]	0.5	17			
65.0	['C#4, C#5, C#6']	[False, False, False]	0.5	17			
65.125	['C#4, C#5, C#6']	[False, False, False]	0.5	17			
65.25	['C#4, C#5, C#6']	[True, False, False]	0.5	17			
65.375	['C#5']	[False]	0.125	17			
65.5	['C#4, C#5']	[True, False]	0.25	17			
65.625	['C#4, C#5']	[False, False]	0.25	17			
65.75	['C#5']	[False]	0.125	17			
65.875	['C#4, C#5']	[True, False]	0.125	17			
66.0	['C#5']	[False]	0.125	17			
66.125	['C#4, C#5']	[True, False]	0.25	17			
66.25	['C#4, C#5']	[False, False]	0.25	17			
66.375	['C#4']	[False]	0.25	17			
66.5	['C#4']	[True]	0.25	17			
66.625		[]	0.5	17			
66.75		[]	0.5	17			
66.875		[]	0.5	17			
67.0		[]	0.5	17			
67.125	['C#4']	[True]	0.125	17			
67.25		[]	0.25	17			
67.375		[]	0.25	17			
67.5	['C2, C6, D#4, G#5, G#6']	[True, True, True, True, True]	0.125	17			
67.625	['C2, D#4']	[False, False]	0.125	17			
67.75	['C2, C4, C6, G#5, G#6']	[False, True, True, True, True]	0.125	17			
67.875	['C4']	[False]	0.125	17			
68.0		[]	0.125	18			
68.125	['C6, G#3, G#5, G#6']	[True, True, True, True]	0.125	18			
68.25		[]	0.125	18			
68.375	['C6, G#3, G#5']	[True, True, True]	0.125	18			
68.5	['G#3']	[False]	0.125	18			
68.625	['C2, G#3']	[True, False]	0.125	18			
68.75	['C6, F#6, G#1, G#5']	[True, True, True, True]	0.125	18			
68.875	['G#1']	[False]	0.25	18			
69.0	['G#1']	[False]	0.25	18			
69.125	['C6, F#6, G#1, G#5']	[True, True, False, True]	0.125	18			
69.25	['G#1']	[False]	0.125	18			
69.375	['C6, D#2, F#3, F#6, G#5']	[True, True, True, True, True]	0.125	18			
69.5	['D#2, F#3']	[False, False]	0.125	18			
69.625	['D#2']	[False]	0.125	18			
69.75	['C6, D#2, F#6, G#3, G#5']	[True, False, True, True, True]	0.125	18			
69.875	['D#2, G#3']	[False, False]	0.125	18			
70.0	['B5, E2, G#5, G#6']	[True, True, True, True]	0.125	18			
70.125	['E2']	[False]	0.25	18			
70.25	['E2']	[False]	0.25	18			
70.375	['B5, E3, G#5, G#6']	[True, True, True, True]	0.125	18			
70.5		[]	0.25	18			
70.625		[]	0.25	18			
70.75	['B5, G#5, G#6']	[True, True, True]	0.125	18			
70.875		[]	0.125	18			
71.0	['B5, G#5, G#6']	[True, True, True]	0.125	18			
71.125		[]	0.125	18			
71.25	['E2']	[True]	0.125	18			
71.375	['B5, E2, G#5, G#6']	[True, True, True, True]	0.125	18			
71.5	['E2']	[False]	0.125	18			
71.625	['B5, E2, G#5, G#6']	[True, False, True, True]	0.125	18			
71.75		[]	0.25	18			
71.875		[]	0.25	18			
72.0	['B5, G#5, G#6']	[True, True, True]	0.125	19			
72.125		[]	0.25	19			
72.25		[]	0.25	19			
72.375	['B5, G#5, G#6']	[True, True, True]	0.125	19			
72.5		[]	0.125	19			
72.625	['C#4, C#6, F#1, A5, A6']	[True, True, True, True, True]	0.125	19			
72.75	['C#4, F#1']	[False, False]	0.125	19			
72.875	['F#1']	[False]	0.125	19			
73.0	['C#4, C#6, F#1, A5, A6']	[True, True, False, True, True]	0.125	19			
73.125	['C#4']	[False]	0.125	19			
73.25	['C#6, D#4, A5, A6']	[True, True, True, True]	0.125	19			
73.375	['D#4']	[False]	0.25	19			
73.5	['D#4']	[False]	0.25	19			
73.625	['C#6, E4, A5, A6']	[True, True, True, True]	0.125	19			
73.75		[]	0.125	19			
73.875	['F#1']	[True]	0.125	19			
74.0	['C6, D#4, G#1, G#5, G#6']	[True, True, True, True, True]	0.125	19			
74.125	['D#4, G#1']	[False, False]	0.125	19			
74.25	['B1, B2, B3, C6, D#4, G#5, G#6']	[True, True, True, True, False, True, True]	0.125	19			
74.375	['B1, B2, B3, D#4']	[False, False, False, False]	0.25	19			
74.5	['B1, B2, B3, D#4']	[False, False, False, False]	0.25	19			
74.625	['C6, C#2, C#3, C#4, G#5, G#6']	[True, True, True, True, True, True]	0.125	19			
74.75	['C#2, C#3, C#4']	[False, False, False]	0.125	19			
74.875	['C6, C#2, C#3, C#4, G#5, G#6']	[True, True, True, True, True, True]	0.125	19			
75.0	['C#2, C#3, C#4']	[False, False, False]	0.25	19			
75.125	['C#2, C#3, C#4']	[False, False, False]	0.25	19			
75.25	['C#2, C#5, C#6, G#5, G#6']	[True, True, True, True, True]	0.125	19			
75.375	['C#2, C#5']	[False, False]	0.25	19			
75.5	['C#2, C#5']	[False, False]	0.25	19			
75.625	['C#3, C#4, C#5, G#6']	[True, True, False, True]	0.125	19			
75.75	['C#5']	[False]	0.125	19			
75.875	['C#4, C#5, C#6, G#5, G#6']	[True, False, True, True, True]	0.125	19			
76.0	['C#4, C#5']	[False, False]	0.125	20			
76.125	['C#5']	[False]	0.125	20			
76.25	['C#4, C#5, C#6, G#5, G#6']	[True, False, True, True, True]	0.125	20			
76.375	['C#2, C#5']	[True, False]	0.125	20			
76.5	['C#2, C#4, C#5, C#6, G#5, G#6']	[True, True, False, True, True, True]	0.125	20			
76.625	['C#2, C#4, C#5']	[False, False, False]	0.125	20			
76.75	['C#2, C#4']	[False, False]	0.125	20			
76.875	['C#2, C#4, C#6, G#5, G#6']	[False, True, True, True, True]	0.125	20			
77.0		[]	0.25	20			
77.125		[]	0.25	20			
77.25	['C#4, G#6']	[True, True]	0.125	20			
77.375		[]	0.125	20			
77.5	['C#6, D#4, G#5, G#6']	[True, True, True, True]	0.125	20			
77.625	['D#4']	[False]	0.125	20			
77.75		[]	0.125	20			
77.875	['C2, C6, G#5, G#6']	[True, True, True, True]	0.125	20			
78.0	['C2']	[False]	0.125	20			
78.125	['C2, C4, C6, G#5, G#6']	[False, True, True, True, True]	0.125	20			
78.25	['C4']	[False]	0.125	20			
78.375		[]	0.125	20			
78.5	['C6, G#5, G#6']	[True, True, True]	0.125	20			
78.625		[]	0.125	20			
78.75	['G#3']	[True]	0.25	20			
78.875	['G#3']	[False]	0.25	20			
79.0	['C2']	[True]	0.125	20			
79.125	['C6, F#6, G#1, G#5']	[True, True, True, True]	0.125	20			
79.25	['G#1']	[False]	0.25	20			
79.375	['G#1']	[False]	0.25	20			
79.5	['C6, F#3, F#6, G#1, G#5']	[True, True, True, False, True]	0.125	20			
79.625	['F#3']	[False]	0.125	20			
79.75	['C6, D#2, F#3, F#6, G#5']	[True, True, False, True, True]	0.125	20			
79.875	['D#2']	[False]	0.25	20			
80.0	['D#2']	[False]	0.25	21			
80.125	['C6, D#2, F#3, F#6, G#5']	[True, False, True, True, True]	0.125	21			
80.25	['D#2, F#3']	[False, False]	0.125	21			
80.375	['B5, E2, G#3, G#5']	[True, True, True, True]	0.125	21			
80.5	['E2, G#3']	[False, False]	0.125	21			
80.625	['E2']	[False]	0.125	21			
80.75	['B5, E3, G#3, G#5, G#6']	[True, True, True, True, True]	0.125	21			
80.875	['G#3']	[False]	0.25	21			
81.0	['G#3']	[False]	0.25	21			
81.125	['B5, G#5, G#6']	[True, True, True]	0.125	21			
81.25		[]	0.125	21			
81.375	['B5, G#5, G#6']	[True, True, True]	0.125	21			
81.5		[]	0.125	21			
81.625	['E2']	[True]	0.125	21			
81.75	['B5, E2, G#5, G#6']	[True, True, True, True]	0.125	21			
81.875	['E2']	[False]	0.125	21			
82.0	['B5, E2, G#5, G#6']	[True, False, True, True]	0.125	21			
82.125		[]	0.25	21			
82.25		[]	0.25	21			
82.375	['B5, G#5, G#6']	[True, True, True]	0.125	21			
82.5		[]	0.25	21			
82.625		[]	0.25	21			
82.75	['B5, G#3, G#5, G#6']	[True, True, True, True]	0.125	21			
82.875		[]	0.125	21			
83.0	['C#4, C#6, F#1, A5, A6']	[True, True, True, True, True]	0.125	21			
83.125	['F#1']	[False]	0.25	21			
83.25	['F#1']	[False]	0.25	21			
83.375	['C#4, C#6, F#1, A5, A6']	[True, True, False, True, True]	0.125	21			
83.5	['C#4']	[False]	0.125	21			
83.625	['C#6, D#4, A5, A6']	[True, True, True, True]	0.125	21			
83.75	['D#4']	[False]	0.25	21			
83.875	['D#4']	[False]	0.25	21			
84.0	['C#6, E4, A5, A6']	[True, True, True, True]	0.125	22			
84.125		[]	0.125	22			
84.25	['F#1']	[True]	0.125	22			
84.375	['C6, D#4, G#1, G#5, G#6']	[True, True, True, True, True]	0.125	22			
84.5	['D#4, G#1']	[False, False]	0.125	22			
84.625	['B1, B2, B3, C6, D#4, D#5, G#1, G#5, G#6']	[True, True, True, True, False, True, False, True, True]	0.125	22			
84.75	['B1, B2, B3, D#4, D#5']	[False, False, False, False, False]	0.125	22			
84.875	['B1, B2, B3, D#5']	[False, False, False, False]	0.125	22			
85.0	['B1, C6, C#2, C#3, C#4, D#5, G#5, G#6']	[True, True, True, True, True, False, True, True]	0.125	22			
85.125	['B1, C#2, C#3, C#4, D#5']	[False, False, False, False, False]	0.125	22			
85.25	['B1, C6, C#2, C#3, C#4, D#5, G#5, G#6']	[False, True, True, True, True, False, True, True]	0.125	22			
85.375	['B1, C#2, C#3, C#4, D#5']	[False, False, False, False, False]	0.125	22			
85.5	['C#2, C#3, C#4, D#5']	[False, False, False, False]	0.125	22			
85.625	['C#2, C#4, C#5, C#6, E4, D#5, G#4, G#5, G#6']	[True, True, True, True, True, False, True, True, True]	0.125	22			
85.75	['C#2, C#4, C#5, E4, D#5, G#4']	[False, False, False, False, False, False]	0.125	22			
85.875	['C#2, C#4, C#5, E4, G#4']	[False, False, False, False, False]	0.125	22			
86.0	['C#3, C#4, C#5, C#6, E4, G#4, G#5, G#6']	[True, False, False, True, False, False, True, True]	0.125	22			
86.125	['C#4, C#5, E4, G#4']	[False, False, False, False]	0.125	22			
86.25	['C#4, C#5, C#6, E4, G#4, G#5, G#6']	[False, False, True, True, True, True, True]	0.125	22			
86.375	['C#4, C#5, E4, G#4']	[False, False, False, False]	0.25	22			
86.5	['C#4, C#5, E4, G#4']	[False, False, False, False]	0.25	22			
86.625	['C#4, C#5, C#6, E4, G#4, G#5, G#6']	[False, False, True, False, False, True, True]	0.125	22			
86.75	['C#2, C#4, C#5, E4, G#4']	[True, False, False, False, False]	0.125	22			
86.875	['C#2, C#4, C#5, C#6, E4, G#4, G#5, G#6']	[True, False, False, True, True, False, True, True]	0.125	22			
87.0	['C#2, C#4, C#5, E4']	[False, False, False, False]	0.125	22			
87.125	['C#2, C#4']	[False, False]	0.125	22			
87.25	['C#2, C#4, C#6, E4, E7, G#5, G#6']	[False, False, True, True, True, True, True]	0.125	22			
87.375	['C#4, E7']	[False, False]	0.125	22			
87.5	['C#4']	[False]	0.125	22			
87.625	['C#4, F#4, F#7, G#6']	[False, True, True, True]	0.125	22			
87.75	['C#4']	[False]	0.125	22			
87.875	['C#4, C#6, E4, E7, G#5, G#6']	[False, True, True, True, True, True]	0.125	22			
88.0	['C#4, E4, E7']	[False, False, False]	0.125	23			
88.125	['C#4']	[False]	0.125	23			
88.25	['C2, C4, C6, D#4, D#7, F#4, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True]	0.125	23			
88.375	['C2, C4, D#4, F#4, G#4']	[False, False, False, False, False]	0.125	23			
88.5	['C2, C4, C6, D#4, F#4, G#4, G#5, G#6']	[False, False, True, False, False, False, True, True]	0.125	23			
88.625	['C4, D#4, F#4, G#4']	[False, False, False, False]	0.125	23			
88.75	['C4, G#4']	[False, False]	0.125	23			
88.875	['C4, C6, D#4, D#7, F#4, G#4, G#5, G#6']	[False, True, True, True, True, False, True, True]	0.125	23			
89.0	['C4, D#4, F#4, G#4']	[False, False, False, False]	0.25	23			
89.125	['C4, D#4, F#4, G#4']	[False, False, False, False]	0.25	23			
89.25	['C4, D#4, F#4, G#4, G#6']	[False, False, False, False, True]	0.125	23			
89.375	['C2, C4, F#4, G#4']	[True, False, False, False]	0.125	23			
89.5	['C4, C6, F#4, F#6, G#1, G#4, G#5']	[False, True, True, True, True, False, True]	0.125	23			
89.625	['C4, F#4, G#1']	[False, False, False]	0.25	23			
89.75	['C4, F#4, G#1']	[False, False, False]	0.25	23			
89.875	['C4, C6, F#4, F#6, G#5']	[False, True, False, True, True]	0.125	23			
90.0	['C4, F#4']	[False, False]	0.125	23			
90.125	['C4, C6, C#4, C#7, D#2, F#4, F#6, G#5']	[False, True, True, True, True, False, True, True]	0.125	23			
90.25	['C4, C#4, C#7, D#2, F#4']	[False, False, False, False, False]	0.125	23			
90.375	['C4, C#4, D#2, F#4']	[False, False, False, False]	0.125	23			
90.5	['C4, C6, D#2, D#4, D#7, F#4, F#6, G#5']	[False, True, False, True, True, False, True, True]	0.125	23			
90.625	['C4, D#2, D#4, F#4']	[False, False, False, False]	0.125	23			
90.75	['B3, C4, E2, E4, E7, F#4, G#4']	[True, False, True, True, True, False, True]	0.125	23			
90.875	['B3, E2, E4, E7, G#4']	[False, False, False, False, False]	0.125	23			
91.0	['B3, E2, E4, G#4']	[False, False, False, False]	0.125	23			
91.125	['B3, B5, E3, E4, E6, G#4, G#5']	[False, True, True, False, True, False, True]	0.125	23			
91.25	['B3, E4, G#4']	[False, False, False]	0.125	23			
91.375	['B3']	[False]	0.125	23			
91.5	['B3, B5, E4, E6, E7, G#4, G#5']	[False, True, True, True, True, True, True]	0.125	23			
91.625	['B3, E4, G#4']	[False, False, False]	0.125	23			
91.75	['B3, B5, E4, E6, G#4, G#5']	[False, True, False, True, False, True]	0.125	23			
91.875	['B3, E4, G#4']	[False, False, False]	0.125	23			
92.0	['B3, E2, G#4']	[False, True, False]	0.125	24			
92.125	['B3, B5, E2, E4, E6, E7, G#4, G#5']	[False, True, True, True, True, True, False, True]	0.125	24			
92.25	['B3, E2']	[False, False]	0.125	24			
92.375	['B3, B5, E2, E4, G#5']	[False, True, False, True, True]	0.125	24			
92.5	['B3, E4']	[False, False]	0.125	24			
92.625	['B3']	[False]	0.125	24			
92.75	['B3, B5, E6, F#4, F#7, G#5']	[False, True, True, True, True, True]	0.125	24			
92.875	['B3, F#7']	[False, False]	0.125	24			
93.0	['B3']	[False]	0.125	24			
93.125	['B3, B5, E4, E6, E7, G#5']	[False, True, True, True, True, True]	0.125	24			
93.25	['B3, E4']	[False, False]	0.125	24			
93.375	['B3, C#4, C#6, F#1, F#4, F#6, A4, A5, G#4, G#7']	[False, True, True, True, True, True, True, True, True, True]	0.125	24			
93.5	['C#4, F#1, F#4, A4, G#4, G#7']	[False, False, False, False, False, False]	0.125	24			
93.625	['C#4, F#1, F#4, A4, G#4']	[False, False, False, False, False]	0.125	24			
93.75	['C#4, C#6, F#1, F#4, F#6, A4, A5, G#4']	[False, True, False, False, True, False, True, False]	0.125	24			
93.875	['C#4, F#4, A4, G#4']	[False, False, False, False]	0.125	24			
94.0	['C#4, C#6, F#4, F#6, A4, A5, G#4, G#7']	[False, True, False, True, False, True, True, True]	0.125	24			
