j_offset	s_notes	s_isOnset	s_duration	s_measure	a_degree1	a_pcset	a_localKey
94.125	['C#4, F#4, A4, G#4, G#7']	[False, False, False, False, False]	0.125	24			
94.25	['C#4, F#4, A4, G#4']	[False, False, False, False]	0.125	24			
94.375	['C#4, C#6, F#1, F#4, F#6, A4, A5, G#4']	[False, True, True, False, True, False, True, False]	0.125	24			
94.5	['C#4, F#1, F#4, A4, G#4']	[False, False, False, False, False]	0.125	24			
94.625	['C#4, F#1, F#4, A4']	[False, False, False, False]	0.125	24			
94.75	['C4, C6, D8, C#5, D#4, G#1, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True]	0.125	24			
94.875	['C4, D#4, G#1, G#4']	[False, False, False, False]	0.125	24			
95.0	['B1, B2, B3, C4, C6, D#4, D#5, G#4, G#5, G#6, G#7']	[True, True, True, False, True, False, True, True, True, True, True]	0.125	24			
95.125	['B1, B2, B3, C4, D#4, D#5, G#4, G#7']	[False, False, False, False, False, False, False, False]	0.125	24			
95.25	['B1, B2, B3, C4, D#4, D#5, G#4']	[False, False, False, False, False, False, False]	0.125	24			
95.375	['C4, C6, C#2, C#3, C#4, C#7, D#4, D#5, F#4, G#4, G#5, G#6']	[False, True, True, True, True, True, False, False, True, False, True, True]	0.125	24			
95.5	['C4, C#2, C#3, C#4, D#4, D#5, F#4, G#4']	[False, False, False, False, False, False, False, False]	0.125	24			
95.625	['C4, C6, C#2, C#3, C#4, E4, D#4, D#5, F#4, G#4, G#5, G#6']	[False, True, True, True, True, True, False, False, False, False, True, True]	0.125	24			
95.75	['C4, C#2, C#3, C#4, E4, D#4, D#5, G#4']	[False, False, False, False, False, False, False, False]	0.125	24			
95.875	['C4, C#2, C#3, C#4, D#4, D#5, G#4']	[False, False, False, False, False, False, False]	0.125	24			
96.0	['C#2, C#4, C#5, C#6, E5, E6, D#5, G#4, G#5']	[True, True, True, True, True, True, False, True, True]	0.25	25			
96.125	['C#2, C#4, C#5, C#6, E5, E6, D#5, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	25			
96.25	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	25			
96.375	['C#3, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, True, False, True, True, False, True, False, True]	0.125	25			
96.5	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	25			
96.625	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.25	25			
96.75	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	25			
96.875	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	25			
97.0	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	25			
97.125	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	25			
97.25	['C#2, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, True, False, True, True, False, True, False, True]	0.125	25			
97.375	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	25			
97.5	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	25			
97.625	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[False, False, True, False, False, True, False, True]	0.125	25			
97.75	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	25			
97.875	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	25			
98.0	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[False, False, True, False, False, True, False, True]	0.125	25			
98.125	['C#4, C#5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.125	25			
98.25	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	25			
98.375	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	25			
98.5	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	25			
98.625	['C2, C4, C5, C6, D#4, D#5, D#6, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True, True]	0.125	25			
98.75	['C2, C4, C5, C6, D#4, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.125	25			
98.875	['C2, C4, C5, C6, C#4, E4, D#4, D#5, D#6, G#4, G#5, G#6']	[False, False, False, True, True, True, False, False, False, False, True, True]	0.125	25			
99.0	['C5, C6, C#4, E4, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	25			
99.125	['C5, C6, C#4, E4, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	25			
99.25	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5, G#6']	[False, True, True, False, False, True, False, True, True]	0.125	25			
99.375	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	25			
99.5	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	25			
99.625	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5, G#6']	[False, True, False, False, False, False, False, True, True]	0.125	25			
99.75	['C2, C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[True, False, False, False, False, False, False, False, False]	0.125	25			
99.875	['C5, C6, E4, D#4, D#5, D#6, F#4, F#6, G#1, G#4, G#5']	[False, True, True, False, False, False, False, True, True, True, True]	0.125	25			
100.0	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	26			
100.125	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	26			
100.25	['C5, C6, E4, D#5, D#6, F#6, G#1, G#4, G#5']	[False, True, False, False, False, True, False, False, True]	0.125	26			
100.375	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	26			
100.5	['C5, C6, E4, D#2, D#4, D#5, D#6, F#4, F#6, G#4, G#5']	[False, True, False, True, True, False, False, True, True, False, True]	0.125	26			
100.625	['C5, C6, D#2, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	26			
100.75	['C5, C6, D#2, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	26			
100.875	['C5, C6, D#2, D#4, D#5, D#6, F#4, F#6, G#4, G#5']	[False, True, False, False, False, False, False, True, False, True]	0.125	26			
101.0	['C5, D#2, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	26			
101.125	['C5, D#2, D#4, D#5, F#4, G#4']	[False, False, False, False, False, False]	0.125	26			
101.25	['B4, B5, E2, E5, E6, G#4, G#5']	[True, True, True, True, True, True, True]	0.25	26			
101.375	['B4, B5, E2, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	26			
101.5	['B4, B5, E3, E4, E5, E6, G#4, G#5']	[False, True, True, True, False, True, True, True]	0.125	26			
101.625	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	26			
101.75	['B4, B5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.125	26			
101.875	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, True, False, True, True, True]	0.5	26			
102.0	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	26			
102.125	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, True, False, True, True, True]	0.5	26			
102.25	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	26			
102.375	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, True, False, False, False, False, False]	0.5	26			
102.5	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, True, True, True, False, True, True, True]	0.5	26			
102.625	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.5	26			
102.75	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.5	26			
102.875	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	26			
103.0	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	26			
103.125	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	26			
103.25	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	26			
103.375	['B4, B5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.125	26			
103.5	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, True, False, True, True, True]	0.25	26			
103.625	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	26			
103.75	['B4, C#5, C#6, E4, E5, E6, F#1, F#4, F#5, F#6, A4, A5, G#4, G#5']	[False, True, True, False, False, False, True, True, True, True, True, True, False, False]	0.125	26			
103.875	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False]	0.25	26			
104.0	['C#5, C#6, F#1, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False]	0.25	27			
104.125	['C5, C#5, C#6, F#1, F#5, F#6, A4, A5, G#4']	[True, False, True, False, False, True, False, True, True]	0.125	27			
104.25	['C5, C#5, C#6, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False]	0.25	27			
104.375	['C5, C#5, C#6, F#5, F#6, A4, A5, G#4']	[False, True, True, False, False, True, True, False]	0.25	27			
104.5	['C#5, C#6, F#5, F#6, A4, A5']	[False, False, False, True, False, False]	0.125	27			
104.625	['C#5, C#6, F#1, F#5, F#6, A4, A5']	[False, False, True, False, False, False, False]	0.125	27			
104.75	['C5, C#5, C#6, F#1, F#5, F#6, A4, A5, G#4']	[True, False, True, True, False, True, False, True, True]	0.25	27			
104.875	['C5, C#5, C#6, F#1, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False]	0.25	27			
105.0	['C5, C#5, C#6, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False]	0.125	27			
105.125	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[True, True, True, True, True, False, True, True]	0.25	27			
105.25	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	27			
105.375	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, True, True, False, False, False, True, True, True]	0.125	27			
105.5	['C5, C6, C#5, D#5, D#6, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	27			
105.625	['C5, C6, C#5, D#5, D#6, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	27			
105.75	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[True, True, False, False, True, True, True, True]	0.25	27			
105.875	['C5, C6, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	27			
106.0	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, True, True, False, False, False, True, True, True]	0.375	27			
106.125	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False]	0.375	27			
106.25	['C5, C6, C#5, D#5, D#6, G#1, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False]	0.375	27			
106.375	['C5, C#2, C#4, C#5, C#6, E5, E6, D#5, G#4, G#5']	[False, True, True, True, True, True, True, False, True, True]	0.125	27			
106.5	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	27			
106.625	['C#2, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	27			
106.75	['C#3, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, True, False, True, True, False, True, False, True]	0.125	27			
106.875	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	27			
107.0	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	27			
107.125	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	27			
107.25	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	27			
107.375	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	27			
107.5	['C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	27			
107.625	['C#2, C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, True, False, True, True, False, True, False, True]	0.125	27			
107.75	['C#4, C#5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	27			
107.875	['C#5, E5, E6, G#4, G#5']	[False, False, False, False, False]	0.125	27			
108.0	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	28			
108.125	['C#5, E5, E6, G#4, G#5']	[False, False, False, False, False]	0.25	28			
108.25	['C#5, E5, E6, G#4, G#5']	[False, False, False, False, False]	0.25	28			
108.375	['C#4, C#5, C#6, E4, E5, E6, G#4, G#5']	[True, False, True, True, False, True, False, True]	0.125	28			
108.5	['C#5, E5, E6, G#4, G#5']	[False, False, False, False, False]	0.125	28			
108.625	['C4, C#5, C#6, E5, E6, D#4, G#4, G#5']	[True, False, True, False, True, True, False, True]	0.125	28			
108.75	['C4, C#5, E5, E6, D#4, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	28			
108.875	['C4, C#5, E5, E6, D#4, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	28			
109.0	['C2, C5, C6, C#4, E4, D#5, D#6, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True, True]	0.125	28			
109.125	['C2, C5, C6, C#4, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	28			
109.25	['C2, C5, C6, D#4, D#5, D#6, F#4, G#4, G#5, G#6']	[False, False, True, True, False, False, True, False, True, True]	0.125	28			
109.375	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	28			
109.5	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	28			
109.625	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5, G#6']	[False, True, False, False, False, False, False, True, True]	0.125	28			
109.75	['C5, C6, D#4, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	28			
109.875	['C5, C6, D#5, D#6, F#4, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	28			
110.0	['C5, C6, D#5, D#6, G#4, G#5, G#6']	[False, True, False, False, False, True, True]	0.125	28			
110.125	['C2, C5, C6, D#5, D#6, G#4, G#5']	[True, False, False, False, False, False, False]	0.125	28			
110.25	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5, G#6']	[False, True, True, False, False, True, False, True, True]	0.125	28			
110.375	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	28			
110.5	['C5, C6, E4, D#5, D#6, G#1, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	28			
110.625	['C5, C6, D#4, D#5, D#6, F#4, G#1, G#4, G#5, G#6']	[False, True, True, False, False, True, False, False, True, True]	0.125	28			
110.75	['C5, C6, D#5, D#6, F#4, G#1, G#4, G#5']	[False, False, False, False, False, True, False, False]	0.125	28			
110.875	['B1, C5, C6, E4, D#5, D#6, F#4, G#1, G#4, G#5, G#6']	[True, False, True, True, False, False, False, False, True, True, True]	0.125	28			
111.0	['B1, C5, C6, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	28			
111.125	['B1, C5, C6, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False]	0.25	28			
111.25	['B1, C5, C6, E4, D#5, D#6, G#4, G#5, G#6']	[False, False, True, True, False, False, True, True, True]	0.125	28			
111.375	['B1, C5, E4, D#5, D#6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	28			
111.5	['B1, C5, E4, D#5, G#4']	[True, False, False, False, False]	0.125	28			
111.625	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[True, True, True, False, True, True, True, True]	0.25	28			
111.75	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	28			
111.875	['B4, B5, E3, E4, E5, E6, G#4, G#5']	[False, True, True, False, False, True, False, True]	0.125	28			
112.0	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	29			
112.125	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	29			
112.25	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	29			
112.375	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	29			
112.5	['B4, B5, E4, E5, E6, F#4, G#4, G#5']	[False, True, False, False, True, True, False, True]	0.25	29			
112.625	['B4, B5, E4, E5, E6, F#4, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.25	29			
112.75	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, True, True, False, False, False, False]	0.125	29			
112.875	['B4, B5, E2, E5, E6, F#4, G#4, G#5']	[False, True, True, False, True, True, False, True]	0.125	29			
113.0	['B4, B5, E2, E4, E5, E6, F#4, G#4, G#5']	[False, False, False, True, False, False, False, False, False]	0.125	29			
113.125	['B4, B5, E2, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	29			
113.25	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	29			
113.375	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	29			
113.5	['B4, B5, E4, E5, E6, G#4, G#5']	[False, True, False, False, True, False, True]	0.5	29			
113.625	['B4, B5, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.5	29			
113.75	['B4, B5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.375	29			
113.875	['B4, B5, E5, E6, G#4, G#5']	[False, True, False, True, False, True]	0.375	29			
114.0	['B4, B5, E5, E6, G#4, G#5']	[False, False, False, False, False, False]	0.375	29			
114.125	['B4, C#5, C#6, E5, E6, F#4, F#5, F#6, A4, A5, G#4, G#5']	[False, True, True, False, False, True, True, True, True, True, False, False]	0.125	29			
114.25	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.125	29			
114.375	['C#5, C#6, F#5, F#6, A4, A5']	[False, False, False, False, False, False]	0.125	29			
114.5	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, True, False, False, True, False]	0.25	29			
114.625	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.25	29			
114.75	['C#5, C#6, E4, F#4, F#5, F#6, A4, A5, G#4']	[False, False, True, True, False, False, False, False, True]	0.375	29			
114.875	['C#5, C#6, E4, F#4, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False]	0.375	29			
115.0	['C#5, C#6, E4, F#4, F#5, F#6, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False]	0.375	29			
115.125	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, True, False, False, True, False]	0.375	29			
115.25	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.375	29			
115.375	['C#5, C#6, F#4, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False]	0.375	29			
115.5	['C5, C6, E4, D#5, D#6, G#3, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True]	0.25	29			
115.625	['C5, C6, E4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False]	0.25	29			
115.75	['C5, C6, C#4, E3, E4, D#5, D#6, A4, G#3, G#5, G#6']	[False, False, True, True, True, True, False, True, False, False, False]	0.125	29			
115.875	['C5, C6, C#4, E3, E4, D#5, D#6, A4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False]	0.25	29			
116.0	['C5, C6, C#4, E3, E4, D#5, D#6, A4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False]	0.25	30			
116.125	['C5, C6, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, True, True, False, False, True, True, False, False]	0.375	30			
116.25	['C5, C6, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False]	0.375	30			
116.375	['C5, C6, C#3, C#4, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False]	0.375	30			
116.5	['C5, C6, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	30			
116.625	['C5, C6, D#5, D#6, G#3, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False]	0.25	30			
116.75	['C5, C#1, C#4, C#5, C#6, C#7, D#5, G#5']	[False, True, True, True, True, True, False, False]	0.125	30			
116.875	['C#1, C#4, C#5, C#6, C#7, D#5']	[False, False, False, False, False, False]	0.125	30			
117.0	['C#1, C#4, C#5, C#6, C#7']	[False, False, False, False, False]	0.25	30			
117.125	['C#1, C#4, C#5, C#6, C#7']	[False, True, False, False, False]	0.25	30			
117.25	['C#1, C#5, C#7']	[False, False, False]	0.125	30			
117.375	['C#1, C#4, C#5, C#7']	[False, True, False, False]	0.25	30			
117.5	['C#1, C#4, C#5, C#7']	[False, False, False, False]	0.25	30			
117.625	['C#1, C#5, C#7']	[False, False, False]	0.125	30			
117.75	['C#1, C#4, C#5, C#7']	[False, True, False, False]	0.125	30			
117.875	['C#1, C#5, C#7']	[False, False, False]	0.125	30			
118.0	['C#1, C#4, C#5, C#7']	[True, True, False, False]	0.25	30			
118.125	['C#1, C#4, C#5, C#7']	[False, False, False, False]	0.25	30			
118.25	['C#1, C#4, C#7']	[False, False, False]	0.25	30			
118.375	['C#1, C#4, C#7']	[False, True, False]	0.25	30			
118.5	['C#1, C#7']	[False, False]	0.5	30			
118.625	['C#1, C#7']	[False, False]	0.5	30			
118.75	['C#1, C#7']	[False, False]	0.5	30			
118.875	['C#1, C#7']	[False, False]	0.5	30			
119.0	['C#1, C#4, C#7']	[False, True, False]	0.125	30			
119.125	['C#7']	[False]	0.25	30			
119.25	['C#7']	[False]	0.25	30			
119.375	['C#1, C#7']	[True, False]	0.25	30			
119.5	['C#1, C#7']	[False, False]	0.25	30			
119.625	['C#1, C#4, C#7']	[False, True, False]	0.125	30			
119.75	['C#1, C#7']	[False, False]	0.75	30			
119.875	['C#1, C#7']	[False, False]	0.75	30			
120.0	['C#1, C#7']	[False, False]	0.75	31			
120.125	['C#1, C#7']	[False, False]	0.75	31			
120.25	['C#1, C#7']	[False, False]	0.75	31			
120.375	['C#1, C#7']	[False, False]	0.75	31			
120.5	['C#7']	[False]	0.125	31			
120.625	['C#4, C#7']	[True, False]	0.125	31			
120.75	['C#7']	[False]	0.25	31			
120.875	['C#7']	[False]	0.25	31			
121.0	['B1, B2, B3, C#4, C#7']	[True, True, True, True, False]	0.125	31			
121.125	['B1, B2, B3, C#7']	[False, False, False, False]	0.125	31			
121.25	['B1, B2, B3, C#2, C#3, C#4, C#7']	[False, False, False, True, True, True, False]	0.125	31			
121.375	['C#2, C#3, C#4, C#7']	[False, False, False, False]	0.5	31			
121.5	['C#2, C#3, C#4, C#7']	[False, False, False, False]	0.5	31			
121.625	['C#2, C#3, C#4, C#7']	[True, True, True, False]	0.5	31			
121.75	['C#2, C#3, C#4, C#7']	[False, False, False, False]	0.5	31			
121.875	['C#7']	[False]	0.125	31			
122.0	['C#1, C#5, C#7']	[True, True, False]	0.25	31			
122.125	['C#1, C#5, C#7']	[False, False, False]	0.25	31			
122.25	['C#1, C#4, C#5, C#7']	[False, True, False, False]	0.125	31			
122.375	['C#1, C#5, C#7']	[False, False, False]	0.25	31			
122.5	['C#1, C#5, C#7']	[False, False, False]	0.25	31			
122.625	['C#1, C#4, C#5, C#7']	[False, True, False, False]	0.5	31			
122.75	['C#1, C#4, C#5, C#7']	[False, False, False, False]	0.5	31			
122.875	['C#1, C#4, C#5, C#7']	[False, True, False, False]	0.5	31			
123.0	['C#1, C#4, C#5, C#7']	[False, False, False, False]	0.5	31			
123.125	['C#1, C#5, C#7']	[False, False, False]	0.125	31			
123.25	['C#1, C#4, C#5, C#7']	[True, True, False, False]	0.125	31			
123.375	['C#1, C#4, C#7']	[False, False, False]	0.125	31			
123.5	['C#1, C#7']	[False, False]	0.125	31			
123.625	['C#1, C#4, C#7']	[False, True, False]	0.125	31			
123.75	['C#1, C#7']	[False, False]	0.5	31			
123.875	['C#1, C#7']	[False, False]	0.5	31			
124.0	['C#1, C#7']	[False, False]	0.5	32			
124.125	['C#1, C#7']	[False, False]	0.5	32			
124.25	['C#4, C#7']	[True, False]	0.125	32			
124.375	['C#7']	[False]	0.125	32			
124.5	['C#1, C#7']	[True, False]	0.375	32			
124.625	['C#1, C#7']	[False, False]	0.375	32			
124.75	['C#1, C#7']	[False, False]	0.375	32			
124.875	['C#1, C#4, C#7']	[False, True, False]	0.125	32			
125.0	['C#1, C#7']	[False, False]	0.5	32			
125.125	['C#1, C#7']	[False, False]	0.5	32			
125.25	['C#1, C#7']	[False, False]	0.5	32			
125.375	['C#1, C#7']	[False, False]	0.5	32			
125.5	['C#1, C#4, C#7']	[False, True, False]	0.125	32			
125.625	['C#1, C#7']	[False, False]	0.125	32			
125.75	['C#7']	[False]	0.125	32			
125.875	['C#4, C#7']	[True, False]	0.125	32			
126.0	['C#7']	[False]	0.125	32			
126.125	['B1, B2, C#4, C#7, D#5']	[True, True, True, False, True]	0.125	32			
126.25	['B1, B2, B3, C#7, D#5']	[False, False, True, False, False]	0.25	32			
126.375	['B1, B2, B3, C#7, D#5']	[False, False, False, False, False]	0.25	32			
126.5	['C#2, C#3, C#4, C#7, D#5']	[True, True, True, False, False]	0.625	32			
126.625	['C#2, C#3, C#4, C#7, D#5']	[False, False, False, False, False]	0.625	32			
126.75	['C#2, C#3, C#4, C#7, D#5']	[True, True, True, False, False]	0.625	32			
126.875	['C#2, C#3, C#4, C#7, D#5']	[False, False, True, False, False]	0.625	32			
127.0	['C#2, C#3, C#4, C#7, D#5']	[False, False, False, False, False]	0.625	32			
127.125	['C#4, C#5, C#6, C#7, E4, E5, D#5, G#3, G#4']	[True, True, True, False, True, True, False, True, True]	0.125	32			
127.25	['C#4, C#5, C#6, E4, E5, D#5, G#3, G#4']	[False, False, False, False, False, False, False, False]	0.125	32			
127.375	['C#4, C#5, C#6, E4, E5, G#3, G#4']	[False, False, False, False, False, False, False]	0.25	32			
127.5	['C#4, C#5, C#6, E4, E5, G#3, G#4']	[True, False, False, False, False, False, False]	0.25	32			
127.625	['C#4, C#5, E4, E5, G#3, G#4']	[False, False, False, False, False, False]	0.375	32			
127.75	['C#4, C#5, E4, E5, G#3, G#4']	[True, False, False, False, False, True]	0.375	32			
127.875	['C#4, C#5, E4, E5, G#3, G#4']	[False, False, False, False, False, False]	0.375	32			
128.0	['C#4, E4, G#3, G#4']	[False, False, False, False]	0.625	33			
128.125	['C#4, E4, G#3, G#4']	[True, False, False, False]	0.625	33			
